ip_address,http_status,latitude,longitude,user name,time,state,city
225.254.161.164/8,98,34.0324,-119.1343,ahenrion27@lycos.com,2020-10-12 06:19:38,California,Ventura
201.2.10.48/27,30,33.6462,-117.8398,adingate28@unicef.org,2020-08-06 11:16:52,California,Irvine
160.25.36.192/21,99,37.5535,-77.4604,jtomik29@arizona.edu,2020-02-26 21:29:28,Virginia,Richmond
127.193.75.51/25,4,42.1827,-80.0649,lclemmow2a@webeden.co.uk,2020-10-25 17:28:41,Pennsylvania,Erie
252.153.162.149/22,41,32.3113,-90.3972,bluberti2b@seesaa.net,2020-07-30 04:30:53,Mississippi,Jackson
197.94.242.243/29,71,40.7808,-73.9772,jmacdermand2c@nyu.edu,2020-03-13 22:48:24,New York,New York City
217.115.222.127/22,38,40.0028,-83.0164,azink2d@devhub.com,2021-01-29 03:02:52,Ohio,Columbus
25.123.42.237/12,46,42.1109,-80.1534,btreace2e@gov.uk,2020-02-08 12:41:27,Pennsylvania,Erie
53.87.107.62/13,55,27.8444,-82.7963,bshavel2f@ovh.net,2021-01-19 14:26:21,Florida,Seminole
37.215.200.103/20,79,39.7434,-75.5827,ilummis2g@tuttocitta.it,2020-09-19 22:08:51,Delaware,Wilmington
36.192.9.208/30,65,27.9671,-82.4334,eelfitt2h@wordpress.org,2020-12-22 17:37:13,Florida,Tampa
199.152.89.236/6,18,41.6767,-83.5573,lghilardini2i@histats.com,2020-03-24 09:44:18,Ohio,Toledo
57.160.126.229/12,32,29.8159,-95.523,gsebborn2j@webs.com,2020-09-25 08:36:53,Texas,Houston
234.45.213.2/25,56,38.4826,-121.4006,ewhetnell2k@fda.gov,2021-01-24 02:42:32,California,Sacramento
254.19.233.197/29,23,38.8247,-104.562,csowerbutts2l@goo.gl,2020-06-09 02:25:44,Colorado,Colorado Springs
42.153.159.234/12,29,39.9106,-83.7856,bsporton2m@wp.com,2020-10-08 00:16:06,Ohio,Springfield
142.11.5.178/5,51,33.7749,-84.3046,ioluwatoyin2n@pbs.org,2020-02-14 23:32:06,Georgia,Decatur
175.11.88.218/10,15,39.6505,-79.944,shuton2o@friendfeed.com,2020-04-09 10:17:27,West Virginia,Morgantown
211.74.228.218/21,67,39.592,-105.1328,cdefond2p@upenn.edu,2020-09-17 22:52:55,Colorado,Littleton
224.21.157.135/7,24,38.8377,-104.837,rjoanic2q@arstechnica.com,2020-09-11 08:41:11,Colorado,Colorado Springs
45.208.28.197/28,43,47.116,-114.0498,bmarton2r@sohu.com,2020-11-22 21:37:38,Montana,Missoula
11.52.208.144/29,68,33.7866,-118.2987,rgoodrick2s@guardian.co.uk,2020-05-01 23:13:16,California,Northridge
216.247.74.104/6,23,27.9843,-82.7813,ctakis2t@latimes.com,2021-01-01 06:49:35,Florida,Clearwater
218.239.7.202/1,76,32.8479,-96.974,cdraycott2u@disqus.com,2020-08-07 11:42:37,Texas,Irving
146.77.70.130/31,95,34.0665,-118.3022,fsilk2v@gmpg.org,2020-01-20 13:56:40,California,Los Angeles
135.31.3.35/9,45,39.2627,-94.697,okief2w@house.gov,2020-02-15 09:37:28,Missouri,Kansas City
43.37.226.193/27,88,38.8933,-77.0146,dsinncock2x@cisco.com,2020-05-25 11:03:11,District of Columbia,Washington
135.211.215.199/31,63,28.3067,-80.6862,terskine2y@imdb.com,2020-04-05 08:59:44,Florida,Melbourne
200.180.154.37/15,23,35.1114,-82.1055,mhexum2z@shinystat.com,2021-01-26 04:49:51,South Carolina,Spartanburg
65.93.37.28/31,39,40.5973,-74.0768,ffather30@netlog.com,2020-04-17 15:09:15,New York,Staten Island
143.227.80.65/1,53,36.1378,-115.3261,tlynd31@aboutads.info,2020-01-24 23:59:18,Nevada,Las Vegas
148.204.50.73/16,8,38.5814,-90.2625,rambrogio32@wired.com,2020-09-08 21:30:21,Missouri,Saint Louis
117.138.32.227/17,33,39.0142,-95.6982,farnaud33@skype.com,2020-04-22 09:19:43,Kansas,Topeka
223.232.86.203/29,29,30.6589,-88.178,abeddall34@naver.com,2020-02-04 23:28:10,Alabama,Mobile
55.219.115.184/2,91,35.1104,-106.5781,smanser35@edublogs.org,2020-04-02 00:34:49,New Mexico,Albuquerque
56.103.148.72/30,35,27.7762,-97.4271,blosel36@boston.com,2020-10-18 21:59:42,Texas,Corpus Christi
135.21.226.159/25,90,32.7673,-96.7776,dbuston37@abc.net.au,2020-10-12 07:49:50,Texas,Dallas
20.16.132.24/5,95,37.6802,-121.9215,cpetrushanko38@omniture.com,2021-01-18 23:29:41,California,Oakland
42.77.218.216/2,55,39.7038,-86.3029,idreossi39@digg.com,2020-12-16 01:46:22,Indiana,Indianapolis
164.254.155.112/22,12,32.7403,-96.5618,rmerfin3a@arstechnica.com,2020-12-11 02:51:27,Texas,Mesquite
177.202.114.126/1,82,30.3264,-97.7713,bcrossan3b@cargocollective.com,2020-06-06 15:52:04,Texas,Austin
136.162.110.2/2,42,43.4599,-116.244,fgalletly3c@creativecommons.org,2020-01-26 05:08:34,Idaho,Boise
77.44.87.30/15,41,41.4571,-81.7844,abullar3d@booking.com,2020-06-15 13:14:23,Ohio,Cleveland
70.144.82.108/7,38,39.2692,-84.3307,lamsberger3e@i2i.jp,2020-12-28 03:01:06,Ohio,Cincinnati
254.116.84.75/29,94,47.2325,-122.3594,vshoveller3f@timesonline.co.uk,2020-09-14 07:05:21,Washington,Tacoma
136.187.218.164/12,27,38.8247,-104.562,lforty3g@telegraph.co.uk,2021-01-21 01:42:48,Colorado,Colorado Springs
24.73.123.19/14,84,42.4617,-83.4053,dsmail3h@huffingtonpost.com,2020-09-05 16:46:06,Michigan,Farmington
222.192.27.120/14,49,27.2427,-82.4751,rjaegar3i@bloomberg.com,2020-10-03 03:12:22,Florida,Sarasota
232.236.123.29/7,77,34.0635,-81.0265,kmitchel3j@fema.gov,2020-02-24 20:12:23,South Carolina,Columbia
229.177.177.22/2,71,40.9166,-74.174,hhonnan3k@hubpages.com,2020-01-23 17:38:26,New Jersey,Paterson
123.228.31.227/8,40,33.1968,-117.2831,lodriscoll3l@psu.edu,2020-08-19 15:34:33,California,Oceanside
197.144.48.71/15,56,38.3774,-121.4444,kmacilory3m@people.com.cn,2020-06-27 16:26:32,California,Sacramento
4.175.237.210/8,23,26.134,-81.7953,kvivians3n@jiathis.com,2020-06-17 14:49:00,Florida,Naples
201.92.100.91/29,23,42.3231,-71.0846,dcockburn3o@slate.com,2020-04-26 03:22:47,Massachusetts,Boston
78.178.187.107/3,68,21.2987,-157.6985,aamoss3p@sfgate.com,2020-12-15 21:18:54,Hawaii,Honolulu
165.212.31.18/29,68,41.7845,-71.3959,asouthcomb3q@ustream.tv,2020-12-02 00:07:28,Rhode Island,Providence
201.216.113.46/19,15,41.2335,-96.1188,bbannister3r@godaddy.com,2020-08-07 07:54:17,Nebraska,Omaha
76.21.135.161/11,54,40.7086,-74.0087,sbachnic3s@auda.org.au,2020-09-08 02:58:11,New York,New York City
203.119.108.8/17,100,41.5878,-87.4062,spellew3t@quantcast.com,2020-04-15 23:04:34,Indiana,Gary
195.70.172.148/30,94,41.6727,-93.5722,hswayton3u@google.com.au,2020-09-15 23:28:48,Iowa,Des Moines
10.73.232.128/12,69,40.7918,-74.2452,sroof3v@senate.gov,2020-12-21 03:21:40,New Jersey,Newark
197.247.34.242/21,18,40.6913,-73.8059,fmaplethorpe3w@photobucket.com,2020-02-07 10:01:39,New York,Jamaica
68.78.44.204/11,49,29.4375,-98.4616,kscourfield3x@hubpages.com,2020-06-03 22:06:54,Texas,San Antonio
162.55.151.89/23,35,42.2868,-71.071,cgasquoine3y@comcast.net,2020-05-12 05:11:45,Massachusetts,Boston
9.159.155.57/29,46,32.8919,-117.2035,sespie3z@mit.edu,2020-07-15 10:23:44,California,San Diego
4.97.76.215/30,64,39.7388,-104.4083,chook40@macromedia.com,2020-10-22 22:59:50,Colorado,Denver
219.208.8.248/11,74,39.1092,-84.6108,kthyng41@myspace.com,2020-03-28 20:42:27,Ohio,Cincinnati
20.140.158.46/12,58,32.3401,-93.6092,rkembley42@foxnews.com,2021-01-16 18:41:43,Louisiana,Shreveport
222.136.176.25/31,87,40.0418,-76.3012,acarneck43@tiny.cc,2020-05-15 20:26:01,Pennsylvania,Lancaster
20.185.237.219/14,71,32.3766,-95.1252,nortells44@phpbb.com,2020-01-19 15:43:34,Texas,Tyler
60.86.85.16/15,27,32.826,-96.7843,fdeverick45@bbb.org,2020-04-17 00:27:24,Texas,Dallas
215.236.17.64/13,11,47.1042,-122.87,coverstall46@whitehouse.gov,2020-09-16 10:35:36,Washington,Olympia
61.247.110.101/23,23,43.0685,-87.9715,tmacphail47@4shared.com,2020-11-15 23:06:50,Wisconsin,Milwaukee
203.128.242.196/2,72,26.6492,-81.6167,aoddie48@altervista.org,2020-08-07 23:19:00,Florida,Lehigh Acres
119.74.54.47/3,52,40.7548,-73.6018,tkingscote49@blogspot.com,2020-06-25 14:14:16,New York,New Hyde Park
40.194.43.132/23,17,40.5927,-111.831,sgoulbourn4a@hp.com,2020-01-25 19:45:19,Utah,Sandy
237.14.23.153/24,100,40.9008,-96.7201,aarnao4b@tumblr.com,2020-06-10 10:54:55,Nebraska,Lincoln
172.34.254.112/5,21,47.4441,-122.3249,dpawlyn4c@rediff.com,2020-03-15 18:18:50,Washington,Seattle
163.7.215.73/18,43,35.2017,-89.9715,vcapron4d@themeforest.net,2020-07-24 20:14:22,Tennessee,Memphis
103.241.214.53/25,38,43.0696,-89.4239,hbrugden4e@livejournal.com,2021-01-15 23:49:41,Wisconsin,Madison
89.185.23.23/3,69,37.1136,-93.2896,akausche4f@google.nl,2020-05-20 08:24:10,Missouri,Springfield
204.154.183.55/17,90,37.2581,-93.3437,bpulford4g@typepad.com,2020-09-05 13:08:00,Missouri,Springfield
118.16.143.174/17,52,37.4376,-79.205,gyourell4h@list-manage.com,2020-11-09 01:45:30,Virginia,Lynchburg
243.134.160.213/21,48,41.5968,-86.293,jlempertz4i@blogger.com,2020-01-15 13:58:39,Indiana,South Bend
214.14.131.43/8,12,61.204,-149.8084,dmaddie4j@cdc.gov,2020-12-22 13:51:06,Alaska,Anchorage
143.117.141.5/6,63,32.2138,-110.824,rschwand4k@yandex.ru,2020-12-30 18:47:17,Arizona,Tucson
248.141.51.206/20,96,42.5992,-84.372,rbafford4l@skype.com,2020-08-27 10:17:32,Michigan,Lansing
217.183.60.97/9,5,27.9139,-82.7157,anaulty4m@w3.org,2020-03-27 09:39:58,Florida,Clearwater
60.110.187.214/9,11,35.216,-102.0714,dcaro4n@odnoklassniki.ru,2020-01-28 19:57:25,Texas,Amarillo
94.198.8.167/10,29,29.7687,-95.3867,khails4o@about.me,2020-04-26 21:28:50,Texas,Houston
86.33.5.252/14,29,27.8402,-82.7125,gkilalea4p@ask.com,2020-02-21 08:56:09,Florida,Pinellas Park
248.114.163.125/23,35,39.7388,-104.4083,lpottell4q@pinterest.com,2020-01-14 23:06:38,Colorado,Denver
11.65.87.193/10,81,30.4481,-87.2589,tmcclifferty4r@php.net,2020-10-07 16:42:06,Florida,Pensacola
154.198.16.178/5,35,42.9559,-87.9933,gtamplin4s@businessinsider.com,2020-06-16 04:55:57,Wisconsin,Milwaukee
52.181.225.25/29,80,35.26,-80.8042,kstretton4t@desdev.cn,2020-06-18 03:13:43,North Carolina,Charlotte
165.148.130.54/24,25,33.2765,-112.1872,mpapaccio4u@desdev.cn,2020-06-21 18:49:05,Arizona,Phoenix
168.243.17.110/31,50,33.7377,-78.9787,nduerdin4v@house.gov,2020-07-25 04:37:54,South Carolina,Myrtle Beach
199.46.171.187/1,98,38.189,-85.6768,fhumblestone4w@ebay.co.uk,2020-09-12 21:20:35,Kentucky,Louisville
225.246.6.94/20,43,39.969,-83.0114,sgannaway4x@squidoo.com,2020-10-04 13:04:00,Ohio,Columbus
177.200.141.153/14,7,30.4061,-87.2917,rdranfield4y@cloudflare.com,2020-05-03 18:51:50,Florida,Pensacola
22.254.92.178/13,87,34.1781,-118.4574,kloudwell4z@auda.org.au,2020-11-15 03:43:39,California,Van Nuys
77.124.206.85/3,71,33.9367,-83.9573,cwilfing50@webs.com,2020-08-12 04:54:22,Georgia,Lawrenceville
185.108.206.94/23,84,36.7464,-119.6397,eestabrook51@cmu.edu,2020-12-09 21:26:50,California,Fresno
33.92.206.204/11,48,40.6324,-74.1172,arizzello52@wix.com,2020-07-06 09:29:10,New York,Staten Island
38.129.190.158/31,65,35.9279,-114.9721,pmawd53@diigo.com,2020-09-14 19:39:08,Nevada,Las Vegas
130.91.24.141/17,83,40.4344,-80.0248,rbuckles54@csmonitor.com,2020-01-23 05:10:55,Pennsylvania,Pittsburgh
94.33.25.80/6,68,39.7673,-86.1606,gconers55@engadget.com,2020-10-25 14:31:26,Indiana,Indianapolis
178.96.66.76/9,75,39.5645,-75.597,grochford56@yale.edu,2020-07-05 05:52:02,Delaware,Newark
28.249.163.252/1,29,36.2383,-95.9931,nhawkwood57@liveinternet.ru,2020-03-27 13:03:46,Oklahoma,Tulsa
124.253.73.121/21,100,36.0512,-78.8577,abrigginshaw58@adobe.com,2020-12-23 18:26:33,North Carolina,Durham
133.120.51.129/4,7,31.5915,-97.0823,jradish59@wisc.edu,2020-11-10 00:26:09,Texas,Waco
150.245.55.236/30,78,33.9677,-84.2438,igusney5a@cyberchimps.com,2020-08-02 19:42:57,Georgia,Norcross
182.14.89.214/17,30,26.5529,-81.9486,gdantoni5b@odnoklassniki.ru,2020-07-31 16:21:43,Florida,Fort Myers
186.248.183.231/12,70,37.9971,-87.575,mhinzer5c@ibm.com,2020-12-04 16:58:14,Indiana,Evansville
211.44.236.229/21,59,37.2327,-79.9463,mjordin5d@google.nl,2020-03-15 19:11:14,Virginia,Roanoke
187.109.152.149/5,42,26.6459,-80.4303,ericcard5e@unblog.fr,2020-04-12 17:41:50,Florida,Delray Beach
115.89.83.25/4,67,30.2166,-97.8508,drozycki5f@smh.com.au,2020-01-15 15:37:03,Texas,Austin
151.120.29.108/21,75,41.6727,-93.5722,esteet5g@latimes.com,2020-10-02 01:16:14,Iowa,Des Moines
89.8.137.242/22,78,35.421,-97.5616,ugirardini5h@goo.ne.jp,2020-03-08 21:25:01,Oklahoma,Oklahoma City
152.184.227.41/12,81,37.7848,-122.7278,cmatussow5i@tripod.com,2020-04-15 16:20:05,California,San Francisco
192.39.37.7/19,23,30.671,-88.1267,gboow5j@usnews.com,2020-12-13 03:26:30,Alabama,Mobile
237.246.146.139/4,81,31.6948,-106.3,cault5k@va.gov,2020-07-03 16:13:29,Texas,El Paso
247.148.159.88/4,15,36.0807,-80.0244,cparamore5l@cdbaby.com,2020-10-02 09:53:19,North Carolina,Greensboro
41.176.218.151/26,40,30.6589,-88.178,tabarrow5m@statcounter.com,2020-04-03 19:18:06,Alabama,Mobile
7.155.113.22/3,21,29.834,-95.4342,bricson5n@studiopress.com,2020-05-19 20:45:35,Texas,Houston
85.200.32.231/26,22,27.881,-82.7619,fpalombi5o@ow.ly,2020-12-12 17:49:46,Florida,Largo
61.171.82.12/6,76,30.1949,-85.6727,bhaversum5p@arizona.edu,2020-11-21 12:12:43,Florida,Panama City
14.178.246.121/24,9,34.006,-80.9708,sainscough5q@ucoz.com,2020-08-23 21:23:23,South Carolina,Columbia
148.93.72.244/24,63,33.6968,-111.8892,sgorman5r@guardian.co.uk,2020-09-29 09:51:09,Arizona,Scottsdale
148.164.3.106/2,30,37.7786,-122.4892,dgiblett5s@youku.com,2020-01-09 04:59:33,California,San Francisco
119.163.194.83/28,76,25.7341,-80.4068,efenton5t@youtube.com,2020-06-13 17:47:30,Florida,Miami
218.203.78.20/3,7,42.1223,-72.4876,bbinnion5u@ihg.com,2020-12-06 08:29:06,Massachusetts,Springfield
46.62.86.53/20,84,30.3264,-97.7713,tvonhelmholtz5v@cnbc.com,2020-03-14 22:10:07,Texas,Austin
29.132.188.165/20,30,39.1802,-84.4204,osoeiro5w@wsj.com,2020-02-05 13:45:49,Ohio,Cincinnati
147.148.40.250/13,95,31.6948,-106.3,sderington5x@google.de,2020-08-04 19:03:28,Texas,El Paso
185.31.125.43/1,61,33.9328,-84.556,badin5y@webeden.co.uk,2020-03-25 10:43:50,Georgia,Marietta
51.18.205.247/8,49,40.7808,-73.9772,rpettet5z@eepurl.com,2020-06-30 19:02:01,New York,New York City
106.69.155.211/14,40,41.0704,-80.6931,nharbert60@mediafire.com,2020-03-03 23:25:17,Ohio,Youngstown
183.168.225.192/13,19,40.7808,-73.9772,kvoice61@phoca.cz,2020-05-10 20:37:42,New York,New York City
96.91.43.232/15,45,40.7259,-111.9394,kfairburne62@zdnet.com,2020-02-01 18:29:08,Utah,Salt Lake City
89.97.144.90/5,58,42.6149,-73.9708,mvettore63@booking.com,2020-05-02 19:40:10,New York,Albany
46.148.99.239/30,9,32.826,-96.7843,cclampin64@utexas.edu,2020-10-18 10:50:55,Texas,Dallas
145.202.51.209/30,91,27.7391,-82.6435,gbauser65@businesswire.com,2020-10-29 16:18:10,Florida,Saint Petersburg
2.27.35.36/21,84,37.7848,-122.7278,cokey66@qq.com,2020-05-16 08:57:10,California,San Francisco
82.214.225.186/1,87,40.1399,-88.1961,pshillabear67@sakura.ne.jp,2020-11-26 00:25:21,Illinois,Champaign
152.231.104.176/23,82,39.8647,-86.0136,ccazalet68@hexun.com,2020-02-16 04:52:08,Indiana,Indianapolis
228.83.28.235/17,50,30.3704,-81.5864,cperin69@pagesperso-orange.fr,2020-08-14 12:11:02,Florida,Jacksonville
41.12.70.61/5,100,39.2025,-119.7526,lfright6a@cnn.com,2020-11-29 02:07:55,Nevada,Carson City
25.197.212.122/5,38,39.2933,-76.6238,meke6b@mail.ru,2020-07-15 22:14:02,Maryland,Baltimore
210.228.244.248/26,63,33.6993,-81.6465,alotte6c@about.me,2020-03-03 11:29:39,South Carolina,Aiken
74.195.226.165/22,38,33.2765,-112.1872,gmacquist6d@ycombinator.com,2020-10-31 09:53:47,Arizona,Phoenix
94.231.163.115/24,61,38.5309,-92.2493,shallihan6e@oakley.com,2021-01-15 17:45:37,Missouri,Jefferson City
188.215.220.88/13,22,37.2742,-79.9579,bbridgnell6f@liveinternet.ru,2020-02-18 17:38:54,Virginia,Roanoke
188.156.111.168/24,7,32.9522,-96.6654,whospital6g@theglobeandmail.com,2020-02-27 13:41:37,Texas,Garland
